,method,seed,mse,mean,std,params,time
29,lowR-half,321,0.03557935357093811,0.15050703287124634,0.11369696259498596,1048576,5.5789947509765625e-05
30,pair-Add,321,0.23871342837810516,0.40523138642311096,0.2729487717151642,204800,0.041226863861083984
31,pair-Seq,321,0.23881423473358154,0.40522056818008423,0.27314937114715576,204800,0.023224353790283203
32,pair,654,0.32303857803344727,0.48975157737731934,0.28841298818588257,20480,0.0006105899810791016
33,block-sqrt-half,654,0.3029225468635559,0.4695308208465576,0.28716444969177246,49152,0.00017881393432617188
34,block-sqrt,654,0.2960221469402313,0.4625600278377533,0.28646188974380493,65536,0.0003628730773925781
35,lowR-same-param,654,0.29570549726486206,0.46232402324676514,0.2862901985645294,65536,6.031990051269531e-05
36,lowR-samex2,654,0.26315659284591675,0.42977631092071533,0.2800874412059784,65536,6.365776062011719e-05
37,lowR-half,654,0.0352894589304924,0.1499498188495636,0.11315706372261047,1048576,6.389617919921875e-05
38,pair-Add,654,0.23804059624671936,0.4046623110771179,0.272560179233551,204800,0.04114556312561035
39,pair-Seq,654,0.23808497190475464,0.40454524755477905,0.2728153169155121,204800,0.02315068244934082
40,pair,987,0.32357051968574524,0.4901801347732544,0.28860709071159363,20480,0.0006251335144042969
41,block-sqrt-half,987,0.30350756645202637,0.4701177477836609,0.28722283244132996,49152,0.00017833709716796875
42,block-sqrt,987,0.2965567111968994,0.46301543712615967,0.28665927052497864,65536,0.0003650188446044922
43,lowR-same-param,987,0.29623231291770935,0.46292954683303833,0.2862318158149719,65536,6.031990051269531e-05
44,lowR-samex2,987,0.26361000537872314,0.4302206337451935,0.28021469712257385,65536,5.1975250244140625e-05
45,lowR-half,987,0.035480841994285583,0.15042470395565033,0.11337222158908844,1048576,5.316734313964844e-05
46,pair-Add,987,0.23838821053504944,0.40494033694267273,0.27278488874435425,204800,0.04117584228515625
47,pair-Seq,987,0.23856908082962036,0.40516185760498047,0.272787481546402,204800,0.02304553985595703
48,pair,741,0.32301923632621765,0.48969078063964844,0.288482666015625,20480,0.0006048679351806641
49,block-sqrt-half,741,0.30306267738342285,0.46963071823120117,0.28724509477615356,49152,0.00017976760864257812
50,block-sqrt,741,0.2961423695087433,0.46270233392715454,0.28644201159477234,65536,0.0003638267517089844
51,lowR-same-param,741,0.2958109378814697,0.46252891421318054,0.28614336252212524,65536,5.841255187988281e-05
52,lowR-samex2,741,0.2632465362548828,0.4298447370529175,0.28014305233955383,65536,5.245208740234375e-05
53,lowR-half,741,0.03539305925369263,0.15011966228485107,0.11338941752910614,1048576,5.602836608886719e-05
54,pair-Add,741,0.2381654977798462,0.4046032130718231,0.27287691831588745,204800,0.041126251220703125
55,pair-Seq,741,0.2379499077796936,0.4046134054660797,0.2724664807319641,204800,0.02316880226135254
56,pair,852,0.3232600688934326,0.4898262023925781,0.2886700928211212,20480,0.0006003379821777344
57,block-sqrt-half,852,0.3032257854938507,0.4697566330432892,0.28732308745384216,49152,0.00017404556274414062
58,block-sqrt,852,0.2964593172073364,0.46290603280067444,0.28666603565216064,65536,0.00036454200744628906
59,lowR-same-param,852,0.295837938785553,0.4623994827270508,0.2863996922969818,65536,5.5789947509765625e-05
60,lowR-samex2,852,0.263254314661026,0.429730623960495,0.28033196926116943,65536,4.982948303222656e-05
61,lowR-half,852,0.035428039729595184,0.15027296543121338,0.11334057152271271,1048576,5.078315734863281e-05
62,pair-Add,852,0.23810496926307678,0.4046124815940857,0.2727522552013397,204800,0.041150569915771484
63,pair-Seq,852,0.23793134093284607,0.4043474793434143,0.2728269398212433,204800,0.023105859756469727
64,pair,963,0.32331255078315735,0.48992371559143066,0.2885955572128296,20480,0.0006084442138671875
65,block-sqrt-half,963,0.3032051622867584,0.4697955846786499,0.2872234880924225,49152,0.00017905235290527344
66,block-sqrt,963,0.29628390073776245,0.4628008008003235,0.28652992844581604,65536,0.00036334991455078125
67,lowR-same-param,963,0.296120822429657,0.4627954363822937,0.2862538695335388,65536,6.151199340820312e-05
68,lowR-samex2,963,0.26362472772598267,0.43030619621276855,0.2801095247268677,65536,6.008148193359375e-05
69,lowR-half,963,0.035529542714357376,0.15038162469863892,0.1136438325047493,1048576,6.127357482910156e-05
70,pair-Add,963,0.23797358572483063,0.4042845368385315,0.27299758791923523,204800,0.04129767417907715
71,pair-Seq,963,0.23826168477535248,0.40474334359169006,0.2728453576564789,204800,0.0231325626373291
72,pair,159,0.3234938383102417,0.49009647965431213,0.2886162996292114,20480,0.0006327629089355469
73,block-sqrt-half,159,0.3035363554954529,0.47014063596725464,0.28723546862602234,49152,0.00017881393432617188
74,block-sqrt,159,0.2966741919517517,0.4632152020931244,0.2865413427352905,65536,0.0003631114959716797
75,lowR-same-param,159,0.296428382396698,0.46300700306892395,0.2864488959312439,65536,6.341934204101562e-05
76,lowR-samex2,159,0.2639297842979431,0.4305652976036072,0.28025591373443604,65536,6.127357482910156e-05
77,lowR-half,159,0.03564315289258957,0.1507532000541687,0.11365139484405518,1048576,6.127357482910156e-05
78,pair-Add,159,0.23839488625526428,0.40493154525756836,0.272810161113739,204800,0.04119443893432617
79,pair-Seq,159,0.23845508694648743,0.40492427349090576,0.272931307554245,204800,0.023267745971679688
80,pair,357,0.3231372535228729,0.4899396598339081,0.28826457262039185,20480,0.00061798095703125
81,block-sqrt-half,357,0.30314794182777405,0.4698731601238251,0.2869969606399536,49152,0.000179290771484375
82,block-sqrt,357,0.29624083638191223,0.4629087448120117,0.2862803041934967,65536,0.00036597251892089844
83,lowR-same-param,357,0.29594337940216064,0.4627099931240082,0.286081999540329,65536,5.9604644775390625e-05
84,lowR-samex2,357,0.26339200139045715,0.4301150441169739,0.27998775243759155,65536,5.7220458984375e-05
85,lowR-half,357,0.03539955988526344,0.15007483959197998,0.11347737163305283,1048576,6.008148193359375e-05
86,pair-Add,357,0.2381332516670227,0.40448206663131714,0.2729974091053009,204800,0.0411527156829834
87,pair-Seq,357,0.23795580863952637,0.40453243255615234,0.2725974917411804,204800,0.02302384376525879
88,pair,951,0.32332056760787964,0.48992300033569336,0.28861069679260254,20480,0.0006525516510009766
89,block-sqrt-half,951,0.3032533526420593,0.4698582887649536,0.287204772233963,49152,0.0001811981201171875
90,block-sqrt,951,0.2965022623538971,0.4629030227661133,0.2867458164691925,65536,0.0003619194030761719
91,lowR-same-param,951,0.29594990611076355,0.4626510739326477,0.28618866205215454,65536,5.9604644775390625e-05
92,lowR-samex2,951,0.2633479833602905,0.43018004298210144,0.27980923652648926,65536,5.841255187988281e-05
93,lowR-half,951,0.03532646596431732,0.14997151494026184,0.11329175531864166,1048576,6.270408630371094e-05
94,pair-Add,951,0.23817208409309387,0.4046976864337921,0.2727488577365875,204800,0.04117155075073242
95,pair-Seq,951,0.23815014958381653,0.40451186895370483,0.27298423647880554,204800,0.022908449172973633
96,pair,753,0.3231486976146698,0.4899560213088989,0.28825661540031433,20480,0.0006401538848876953
97,block-sqrt-half,753,0.3032638430595398,0.46999144554138184,0.287005215883255,49152,0.0001773834228515625
98,block-sqrt,753,0.2962195873260498,0.46278417110443115,0.2864445745944977,65536,0.0003612041473388672
99,lowR-same-param,753,0.29602816700935364,0.4627624750137329,0.28614526987075806,65536,6.0558319091796875e-05
100,lowR-samex2,753,0.263450562953949,0.4301232695579529,0.2800796627998352,65536,5.91278076171875e-05
101,lowR-half,753,0.03527431935071945,0.14987769722938538,0.11318574100732803,1048576,6.246566772460938e-05
102,pair-Add,753,0.23808905482292175,0.4047287702560425,0.272550493478775,204800,0.04120326042175293
103,pair-Seq,753,0.2379205822944641,0.40434926748275757,0.27280452847480774,204800,0.023053646087646484
