,method,seed,mse,mean,std,params,time
37,block-sqrt-half,741,0.31742244958877563,0.4840660095214844,0.2882751226425171,393216,0.0001819133758544922
38,block-sqrt,741,0.3139328956604004,0.4805668890476227,0.2880770266056061,524288,0.004927396774291992
39,lowR-same-param,741,0.3138764500617981,0.48050403594970703,0.28808391094207764,524288,7.176399230957031e-05
40,lowR-samex2,741,0.2959650754928589,0.4626021087169647,0.28629422187805176,524288,7.104873657226562e-05
41,lowR-half,741,0.03542838618159294,0.15025687217712402,0.11336338520050049,16777216,7.2479248046875e-05
42,pair,852,0.32999083399772644,0.4966462254524231,0.2886751890182495,98304,0.020550012588500977
43,block-sqrt-half,852,0.3173607587814331,0.483997106552124,0.2882838845252991,393216,0.000179290771484375
44,block-sqrt,852,0.31386762857437134,0.48048752546310425,0.2880961298942566,524288,0.004928112030029297
45,lowR-same-param,852,0.313808411359787,0.48048195242881775,0.2880026400089264,524288,7.009506225585938e-05
46,lowR-samex2,852,0.2958984673023224,0.4625392556190491,0.28627946972846985,524288,7.152557373046875e-05
47,lowR-half,852,0.035432375967502594,0.15026558935642242,0.11336944252252579,16777216,7.104873657226562e-05
48,pair,963,0.33018267154693604,0.4968554377555847,0.28864747285842896,98304,0.020528316497802734
49,block-sqrt-half,963,0.31757423281669617,0.48423245549201965,0.2882588505744934,393216,0.00017571449279785156
50,block-sqrt,963,0.3140741288661957,0.4807145893573761,0.2880757451057434,524288,0.004937648773193359
51,lowR-same-param,963,0.3140055537223816,0.4806627035140991,0.2880432605743408,524288,6.890296936035156e-05
52,lowR-samex2,963,0.2960693836212158,0.4627252519130707,0.28627732396125793,524288,7.05718994140625e-05
53,lowR-half,963,0.03545162454247475,0.15030699968338013,0.11339941620826721,16777216,6.842613220214844e-05
54,pair,159,0.3300996720790863,0.496734082698822,0.2887125611305237,98304,0.020587444305419922
55,block-sqrt-half,159,0.31747084856033325,0.48409420251846313,0.2883116900920868,393216,0.000179290771484375
56,block-sqrt,159,0.31399598717689514,0.48060405254364014,0.2881245017051697,524288,0.004931926727294922
57,lowR-same-param,159,0.31390315294265747,0.4805567264556885,0.2880423069000244,524288,6.961822509765625e-05
58,lowR-samex2,159,0.29597869515419006,0.4626115560531616,0.2863026559352875,524288,7.05718994140625e-05
59,lowR-half,159,0.03542429581284523,0.15025320649147034,0.11335022002458572,16777216,7.2479248046875e-05
60,pair,357,0.3299834430217743,0.4966837465763092,0.28859782218933105,98304,0.020522594451904297
61,block-sqrt-half,357,0.31736716628074646,0.48404669761657715,0.2882116138935089,393216,0.00020074844360351562
62,block-sqrt,357,0.3138665556907654,0.4805091917514801,0.2880581319332123,524288,0.004923582077026367
63,lowR-same-param,357,0.3138059079647064,0.4804948568344116,0.2879767119884491,524288,6.151199340820312e-05
64,lowR-samex2,357,0.2958911657333374,0.46256959438323975,0.28621765971183777,524288,5.6743621826171875e-05
65,lowR-half,357,0.03543940186500549,0.15027263760566711,0.11339107155799866,16777216,5.7220458984375e-05
66,pair,951,0.3300968408584595,0.49675703048706055,0.288668155670166,98304,0.02056288719177246
67,block-sqrt-half,951,0.317481130361557,0.4841293692588806,0.2882705628871918,393216,0.0001957416534423828
68,block-sqrt,951,0.31399405002593994,0.48063570261001587,0.28806835412979126,524288,0.0049321651458740234
69,lowR-same-param,951,0.31392011046409607,0.4805935025215149,0.28801047801971436,524288,5.9604644775390625e-05
70,lowR-samex2,951,0.2960081696510315,0.4626724123954773,0.286255806684494,524288,5.841255187988281e-05
71,lowR-half,951,0.03540685027837753,0.1502111852169037,0.1133289560675621,16777216,5.793571472167969e-05
72,pair,753,0.33007609844207764,0.49676066637039185,0.28862595558166504,98304,0.020552635192871094
73,block-sqrt-half,753,0.31743696331977844,0.48412004113197327,0.28820958733558655,393216,0.0002002716064453125
74,block-sqrt,753,0.3139440417289734,0.4805925786495209,0.288053423166275,524288,0.004934072494506836
75,lowR-same-param,753,0.3139333724975586,0.4806271195411682,0.2879773676395416,524288,6.842613220214844e-05
76,lowR-samex2,753,0.2960283160209656,0.4627065658569336,0.28623586893081665,524288,7.081031799316406e-05
77,lowR-half,753,0.03546173870563507,0.1503407508134842,0.11339928209781647,16777216,6.985664367675781e-05
