,method,seed,mse,mean,std,params,time
47,pair-Seq,987,4.327850183472037e-05,0.00495346961542964,0.004337641876190901,512,0.0010678768157958984
48,pair,741,0.16033053398132324,0.316650927066803,0.24555703997612,128,0.0002582073211669922
49,block-sqrt-half,741,0.23305127024650574,0.36585015058517456,0.3155851662158966,128,0.0002205371856689453
50,block-sqrt,741,0.13206419348716736,0.28202271461486816,0.22963747382164001,128,0.00011205673217773438
51,lowR-same-param,741,0.12055904418230057,0.2733847200870514,0.21447500586509705,128,5.14984130859375e-05
52,lowR-samex2,741,0.030464760959148407,0.13731253147125244,0.10796091705560684,128,4.220008850097656e-05
53,lowR-half,741,0.030464760959148407,0.13731253147125244,0.10796091705560684,256,3.933906555175781e-05
54,pair-Add,741,4.0198550266268285e-08,0.00014094047946855426,0.00014287781959865242,512,0.0011334419250488281
55,pair-Seq,741,0.00149664212949574,0.023875810205936432,0.0304995346814394,512,0.001071929931640625
56,pair,852,0.16728755831718445,0.31970521807670593,0.2555999457836151,128,0.00025963783264160156
57,block-sqrt-half,852,0.24155525863170624,0.3727094531059265,0.3210069239139557,128,0.00022220611572265625
58,block-sqrt,852,0.1194063350558281,0.2700885832309723,0.21596451103687286,128,0.00011157989501953125
59,lowR-same-param,852,0.11884783208370209,0.27499985694885254,0.20830845832824707,128,5.364418029785156e-05
60,lowR-samex2,852,0.03788206726312637,0.15618379414081573,0.11636832356452942,128,4.220008850097656e-05
61,lowR-half,852,0.03788206726312637,0.15618379414081573,0.11636832356452942,256,4.2438507080078125e-05
62,pair-Add,852,8.473880086512509e-08,0.00020698155276477337,0.00020508960005827248,512,0.0010602474212646484
63,pair-Seq,852,0.001165781868621707,0.02596220001578331,0.02221878618001938,512,0.0010254383087158203
64,pair,963,0.17360079288482666,0.3380032777786255,0.24410519003868103,128,0.00025463104248046875
65,block-sqrt-half,963,0.2666743993759155,0.3952551484107971,0.33298784494400024,128,0.0002205371856689453
66,block-sqrt,963,0.14554819464683533,0.30226433277130127,0.2332315742969513,128,0.000118255615234375
67,lowR-same-param,963,0.1321364939212799,0.2897976040840149,0.2198696732521057,128,5.245208740234375e-05
68,lowR-samex2,963,0.03456825762987137,0.14183413982391357,0.12044920027256012,128,4.029273986816406e-05
69,lowR-half,963,0.03456825762987137,0.14183413982391357,0.12044920027256012,256,3.9577484130859375e-05
70,pair-Add,963,1.9746595469882777e-08,0.00010185683640884236,9.699758811620995e-05,512,0.0010607242584228516
71,pair-Seq,963,0.0013394468696787953,0.026714541018009186,0.025064600631594658,512,0.0010449886322021484
72,pair,159,0.17287078499794006,0.32695144414901733,0.25735628604888916,128,0.0002548694610595703
73,block-sqrt-half,159,0.24813124537467957,0.3790332078933716,0.32384368777275085,128,0.00021958351135253906
74,block-sqrt,159,0.13488972187042236,0.2888178527355194,0.22732317447662354,128,0.00010895729064941406
75,lowR-same-param,159,0.1156633198261261,0.2693300247192383,0.2080715298652649,128,4.9591064453125e-05
76,lowR-samex2,159,0.03192215412855148,0.13834050297737122,0.11328810453414917,128,4.673004150390625e-05
77,lowR-half,159,0.03192215412855148,0.13834050297737122,0.11328810453414917,256,4.982948303222656e-05
78,pair-Add,159,1.2831961271331238e-07,0.00023287083604373038,0.00027272943407297134,512,0.0010762214660644531
79,pair-Seq,159,0.0002878023369703442,0.01160129439085722,0.012402142398059368,512,0.0010530948638916016
80,pair,357,0.17557433247566223,0.3274165391921997,0.26199403405189514,128,0.00025653839111328125
81,block-sqrt-half,357,0.2651340067386627,0.3833089768886566,0.3444876968860626,128,0.0002186298370361328
82,block-sqrt,357,0.155048206448555,0.3085283637046814,0.24513912200927734,128,0.00011706352233886719
83,lowR-same-param,357,0.13357824087142944,0.2850922644138336,0.22914130985736847,128,5.245208740234375e-05
84,lowR-samex2,357,0.039889685809612274,0.15059921145439148,0.13144221901893616,128,4.029273986816406e-05
85,lowR-half,357,0.039889685809612274,0.15059921145439148,0.13144221901893616,256,6.389617919921875e-05
86,pair-Add,357,2.596978276869777e-07,0.00030230480479076505,0.00041105918353423476,512,0.001096963882446289
87,pair-Seq,357,0.0013363366015255451,0.02820904552936554,0.0232960544526577,512,0.0010807514190673828
88,pair,951,0.1768488883972168,0.3234806954860687,0.2692439556121826,128,0.00026679039001464844
89,block-sqrt-half,951,0.2627566456794739,0.38237637281417847,0.3420555591583252,128,0.0002200603485107422
90,block-sqrt,951,0.14512699842453003,0.295141339302063,0.24134233593940735,128,0.00010919570922851562
91,lowR-same-param,951,0.12198337912559509,0.2734791934490204,0.21766389906406403,128,4.9591064453125e-05
92,lowR-samex2,951,0.0328470915555954,0.14160089194774628,0.11334224790334702,128,3.9577484130859375e-05
93,lowR-half,951,0.0328470915555954,0.14160089194774628,0.11334224790334702,256,4.172325134277344e-05
94,pair-Add,951,4.793607999431515e-08,0.0001680108834989369,0.0001406616938766092,512,0.001116037368774414
95,pair-Seq,951,0.00010607474541757256,0.007840249687433243,0.006691797636449337,512,0.0010631084442138672
96,pair,753,0.18240457773208618,0.33189207315444946,0.26932430267333984,128,0.0002503395080566406
97,block-sqrt-half,753,0.2623138129711151,0.3935399055480957,0.32842275500297546,128,0.00020694732666015625
98,block-sqrt,753,0.14631220698356628,0.301006555557251,0.23648618161678314,128,0.0001480579376220703
99,lowR-same-param,753,0.15656611323356628,0.3154977858066559,0.2392715960741043,128,4.982948303222656e-05
100,lowR-samex2,753,0.0380031019449234,0.1527327299118042,0.12138107419013977,128,3.886222839355469e-05
101,lowR-half,753,0.0380031019449234,0.1527327299118042,0.12138107419013977,256,3.838539123535156e-05
102,pair-Add,753,7.828124637399014e-08,0.0001855640293797478,0.00020980750559829175,512,0.0010764598846435547
103,pair-Seq,753,6.440153811126947e-05,0.006004939321428537,0.005334171466529369,512,0.0010221004486083984
