,method,seed,mse,mean,std,params,time
26,block-sqrt,654,0.32813307642936707,0.49219784140586853,0.2930432856082916,524288,0.004594326019287109
27,lowR-same-param,654,0.3138735890388489,0.4805467426776886,0.2880077064037323,524288,6.794929504394531e-05
28,lowR-samex2,654,0.2959592342376709,0.46260493993759155,0.28627949953079224,524288,6.914138793945312e-05
29,lowR-half,654,0.035391245037317276,0.15019463002681732,0.11328201740980148,16777216,6.604194641113281e-05
30,pair,987,0.32996976375579834,0.49660399556159973,0.288711279630661,98304,0.01336979866027832
31,block-sqrt-half,987,0.3286159038543701,0.4944249391555786,0.2901032269001007,393216,0.00017118453979492188
32,block-sqrt,987,0.328058123588562,0.4920920729637146,0.2930930554866791,524288,0.004563093185424805
33,lowR-same-param,987,0.3138115108013153,0.4804424047470093,0.2880740165710449,524288,7.081031799316406e-05
34,lowR-samex2,987,0.295900821685791,0.46252405643463135,0.2863081395626068,524288,7.009506225585938e-05
35,lowR-half,987,0.035419657826423645,0.15022265911102295,0.11337023973464966,16777216,6.937980651855469e-05
36,pair,741,0.33003613352775574,0.49667811393737793,0.28869879245758057,98304,0.013357877731323242
37,block-sqrt-half,741,0.3286857604980469,0.4945060610771179,0.29008540511131287,393216,0.0001697540283203125
38,block-sqrt,741,0.32813307642936707,0.49217987060546875,0.29307350516319275,524288,0.004575014114379883
39,lowR-same-param,741,0.3138764500617981,0.48050403594970703,0.28808391094207764,524288,6.866455078125e-05
40,lowR-samex2,741,0.2959650754928589,0.4626021087169647,0.28629422187805176,524288,6.937980651855469e-05
41,lowR-half,741,0.03542838618159294,0.15025687217712402,0.11336338520050049,16777216,7.033348083496094e-05
42,pair,852,0.32999083399772644,0.4966462254524231,0.2886751890182495,98304,0.01336812973022461
43,block-sqrt-half,852,0.3286377489566803,0.49445536732673645,0.2900889813899994,393216,0.00017189979553222656
44,block-sqrt,852,0.3280855417251587,0.49213340878486633,0.29307037591934204,524288,0.004575252532958984
45,lowR-same-param,852,0.313808411359787,0.48048195242881775,0.2880026400089264,524288,6.890296936035156e-05
46,lowR-samex2,852,0.2958984673023224,0.4625392556190491,0.28627946972846985,524288,6.842613220214844e-05
47,lowR-half,852,0.035432375967502594,0.15026558935642242,0.11336944252252579,16777216,6.747245788574219e-05
48,pair,963,0.33018267154693604,0.4968554377555847,0.28864747285842896,98304,0.01334834098815918
49,block-sqrt-half,963,0.3288339674472809,0.4946773052215576,0.29004889726638794,393216,0.00016617774963378906
50,block-sqrt,963,0.3282758891582489,0.49234166741371155,0.29304537177085876,524288,0.004573345184326172
51,lowR-same-param,963,0.3140055537223816,0.4806627035140991,0.2880432605743408,524288,6.890296936035156e-05
52,lowR-samex2,963,0.2960693836212158,0.4627252519130707,0.28627732396125793,524288,6.866455078125e-05
53,lowR-half,963,0.03545162454247475,0.15030699968338013,0.11339941620826721,16777216,6.914138793945312e-05
54,pair,159,0.3300996720790863,0.496734082698822,0.2887125611305237,98304,0.013380289077758789
55,block-sqrt-half,159,0.32876086235046387,0.49456560611724854,0.29011332988739014,393216,0.0001709461212158203
56,block-sqrt,159,0.32820701599121094,0.49223998188972473,0.29309865832328796,524288,0.004570484161376953
57,lowR-same-param,159,0.31390315294265747,0.4805567264556885,0.2880423069000244,524288,6.961822509765625e-05
58,lowR-samex2,159,0.29597869515419006,0.4626115560531616,0.2863026559352875,524288,6.961822509765625e-05
59,lowR-half,159,0.03542429581284523,0.15025320649147034,0.11335022002458572,16777216,7.104873657226562e-05
60,pair,357,0.3299834430217743,0.4966837465763092,0.28859782218933105,98304,0.013361454010009766
61,block-sqrt-half,357,0.3286319375038147,0.4944927394390106,0.2900153398513794,393216,0.0001671314239501953
62,block-sqrt,357,0.32807981967926025,0.492169052362442,0.2930007576942444,524288,0.00456547737121582
63,lowR-same-param,357,0.3138059079647064,0.4804948568344116,0.2879767119884491,524288,6.914138793945312e-05
64,lowR-samex2,357,0.2958911657333374,0.46256959438323975,0.28621765971183777,524288,6.961822509765625e-05
65,lowR-half,357,0.03543940186500549,0.15027263760566711,0.11339107155799866,16777216,7.05718994140625e-05
66,pair,951,0.3300968408584595,0.49675703048706055,0.288668155670166,98304,0.013265371322631836
67,block-sqrt-half,951,0.32875120639801025,0.49458980560302734,0.29005542397499084,393216,0.00016641616821289062
68,block-sqrt,951,0.3281964063644409,0.49226057529449463,0.2930459678173065,524288,0.004575490951538086
69,lowR-same-param,951,0.31392011046409607,0.4805935025215149,0.28801047801971436,524288,6.866455078125e-05
70,lowR-samex2,951,0.2960081696510315,0.4626724123954773,0.286255806684494,524288,6.794929504394531e-05
71,lowR-half,951,0.03540685027837753,0.1502111852169037,0.1133289560675621,16777216,6.914138793945312e-05
72,pair,753,0.33007609844207764,0.49676066637039185,0.28862595558166504,98304,0.013325929641723633
73,block-sqrt-half,753,0.3287312388420105,0.4945901036262512,0.2900204360485077,393216,0.000164031982421875
74,block-sqrt,753,0.3281775116920471,0.4922636151313782,0.29300859570503235,524288,0.004584312438964844
75,lowR-same-param,753,0.3139333724975586,0.4806271195411682,0.2879773676395416,524288,6.747245788574219e-05
76,lowR-samex2,753,0.2960283160209656,0.4627065658569336,0.28623586893081665,524288,6.818771362304688e-05
77,lowR-half,753,0.03546173870563507,0.1503407508134842,0.11339928209781647,16777216,6.866455078125e-05
